survey_id,response_id,registered,propensity,pres,sen,gov,party_reg,age,gender,hisp,race,educ,pres16,house18,county,age_bin,educ_bin
SV_6tbzcMgiF3B4MxD,R_2PbQSMlHkidWojT,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,48,Female,No,White,"Master's degree (e.g. MA, MS, MEd)","Hillary Clinton, the Democrat",The Democratic party candidate,Buncombe,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_24qoZVXYjtD0I4V,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,50,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Washington,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_ywHrR2JLdLh4wtr,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat",Undecided,"Roy Cooper, the Democrat",Democratic,31,Female,No,Black or African American,"Some college, no degree","Hillary Clinton, the Democrat",The Democratic party candidate,Onslow,30-44,no_bachelors
SV_6tbzcMgiF3B4MxD,R_1gAe1OSnusS5wF0,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,55,Female,No,White,"Master's degree (e.g. MA, MS, MEd)","Hillary Clinton, the Democrat",The Democratic party candidate,Mecklenburg,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_2R4vxilmnro9cAq,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat",Undecided,Republican,31,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Iredell,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_DMgsSxsIsfzYo6J,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,45,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Mecklenburg,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_1LnvRS4Vl2GzXlk,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,35,Male,No,Black or African American,High school degree or equivalent (e.g. GED),"Hillary Clinton, the Democrat",The Democratic party candidate,Durham,30-44,no_bachelors
SV_6tbzcMgiF3B4MxD,R_3oLb4sKExrQKCNh,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat",Undecided,"Roy Cooper, the Democrat",Unaffiliated,32,Female,No,White,"Master's degree (e.g. MA, MS, MEd)","Donald Trump, the Republican",Unsure / Don't remember,Onslow,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_ykznem1hSRqVPe9,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,69,Male,No,White,High school degree or equivalent (e.g. GED),"Hillary Clinton, the Democrat",The Democratic party candidate,Caldwell,65+,no_bachelors
SV_6tbzcMgiF3B4MxD,R_23ehwZxIwPa7mlR,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Cal Cunningham, the Democrat","Dan Forest, the Republican",Republican,50,Female,No,White,"Master's degree (e.g. MA, MS, MEd)","Donald Trump, the Republican",The Republican party candidate,Durham,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_2QX9htGxSLzFNs6,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,29,Female,No,Black or African American,"Some college, no degree","Hillary Clinton, the Democrat",The Republican party candidate,Wake,18-29,no_bachelors
SV_6tbzcMgiF3B4MxD,R_1NsSIGseE3ZXi8c,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Cal Cunningham, the Democrat","Dan Forest, the Republican",Republican,33,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Davidson,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_eYjr894GHbYvU1H,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,37,Female,No,White,"Master's degree (e.g. MA, MS, MEd)","Hillary Clinton, the Democrat",The Democratic party candidate,Mecklenburg,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_22KR7Q2R7F1Xr4w,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,34,Female,No,White,"Master's degree (e.g. MA, MS, MEd)","Donald Trump, the Republican",The Republican party candidate,Catawba,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_2eW0Dcmcl8lKJew,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Unaffiliated,50,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",Did not vote,Wake,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_byhDCaJNeAhpy8N,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Other,64,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Alexander,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_2azsjX1Su08KjO5,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,60,Male,No,Black or African American,"Associate degree (e.g. AA, AS)","Hillary Clinton, the Democrat",The Democratic party candidate,Lenoir,45-64,no_bachelors
SV_6tbzcMgiF3B4MxD,R_2QKW72gZQyuWe6P,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,21,Male,No,White,High school degree or equivalent (e.g. GED),Did not vote,Did not vote,Cumberland,18-29,no_bachelors
SV_6tbzcMgiF3B4MxD,R_1Du0ZMAuewzkrn8,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,35,Male,No,White,High school degree or equivalent (e.g. GED),"Hillary Clinton, the Democrat",The Democratic party candidate,Rowan,30-44,no_bachelors
SV_6tbzcMgiF3B4MxD,R_sHlMP7SqHX86E8N,Yes,I am likely to vote,Undecided,NA,"Dan Forest, the Republican",Unaffiliated,51,Male,Yes,Black or African American,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Union,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_pS3GZuTo5qFpFVT,Yes,I am likely to vote,"Donald Trump, the Republican",Some other candidate,Some other candidate,Republican,33,Female,Yes,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Washington,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_2BtAdfpSR9uwVgg,Yes,I am likely to vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,42,Male,No,American Indian or Alaska Native,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Richmond,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_2sU9cXPYOJZJX82,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Other,67,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Wake,65+,bachelors
